0.00072375,0.00072375,2.424e-05,3.6086e-05
0.0010326,0.00072375,2.3868e-05,3.6464e-05
0.0013414,0.00072375,2.4665e-05,3.5523e-05
0.0016502,0.00072375,2.3442e-05,3.722e-05
0.001959,0.00072375,2.4209e-05,3.6364e-05
0.0022678,0.00072375,2.4205e-05,3.6823e-05
0.0025766,0.00072375,2.417e-05,3.6717e-05
0.0028854,0.00072375,2.4022e-05,3.6865e-05
0.0031942,0.00072375,2.4772e-05,3.7715e-05
0.003503,0.00072375,2.3794e-05,3.6863e-05
0.0038118,0.00072375,2.4624e-05,3.7934e-05
0.0041206,0.00072375,2.5013e-05,3.6992e-05
0.0044294,0.00072375,2.4955e-05,3.7408e-05
0.0047382,0.00072375,2.4991e-05,3.7472e-05
0.005047,0.00072375,2.4999e-05,3.7867e-05
0.0053558,0.00072375,2.4708e-05,3.8444e-05
0.0056646,0.00072375,2.4391e-05,3.804e-05
0.0059734,0.00072375,2.4997e-05,3.7777e-05
0.0062822,0.00072375,2.3872e-05,3.7936e-05
0.006591,0.00072375,2.4628e-05,3.8142e-05
0.0068998,0.00072375,2.5177e-05,3.8577e-05
0.0072086,0.00072375,2.4738e-05,3.83e-05
0.0075174,0.00072375,2.4166e-05,3.8632e-05
0.0078262,0.00072375,2.4836e-05,3.8221e-05
0.008135,0.00072375,2.5247e-05,3.8903e-05
0.0084437,0.00072375,2.4678e-05,3.8486e-05
0.0087526,0.00072375,2.6147e-05,3.9567e-05
0.0090614,0.00072375,2.4731e-05,3.8725e-05
0.0093702,0.00072375,2.5225e-05,3.9252e-05
0.009679,0.00072375,2.4987e-05,3.8703e-05
0.0099878,0.00072375,2.5002e-05,3.867e-05
0.010297,0.00072375,2.5669e-05,3.8972e-05
0.010605,0.00072375,2.5331e-05,3.9057e-05
0.010914,0.00072375,2.5137e-05,3.9064e-05
0.011223,0.00072375,2.4421e-05,3.9662e-05
0.011532,0.00072375,2.5362e-05,3.8493e-05
0.011841,0.00072375,2.5424e-05,3.9221e-05
0.012149,0.00072375,2.5199e-05,3.9288e-05
